# node	type	degree
E2250	escort	1
E2251	escort	6
E2252	escort	6
E2253	escort	3
E2254	escort	1
E2255	escort	1
E2256	escort	1
E2257	escort	4
E2258	escort	4
E2259	escort	2
E2260	escort	1
E2261	escort	5
E2262	escort	2
E2263	escort	1
E2264	escort	4
E2265	escort	4
E2266	escort	1
E2267	escort	1
E2268	escort	2
E2269	escort	2
E227	escort	11
E2270	escort	6
E2271	escort	1
E2272	escort	2
E2274	escort	1
E2275	escort	1
E2276	escort	4
E2277	escort	2
E2278	escort	2
E2279	escort	11
E228	escort	1
E2280	escort	1
E2281	escort	3
E2282	escort	1
E2283	escort	1
E2284	escort	7
E2285	escort	1
E2286	escort	2
E2287	escort	1
E2288	escort	3
E2289	escort	1
E229	escort	1
E2290	escort	2
E2291	escort	2
E2292	escort	9
E2293	escort	1
E2294	escort	1
E2295	escort	1
E2296	escort	2
E2297	escort	1
E2298	escort	1
E2299	escort	2
E23	escort	10
E2300	escort	1
E2301	escort	9
E2302	escort	2
E2303	escort	2
E2304	escort	1
E2305	escort	1
E2307	escort	1
E2308	escort	2
E2311	escort	2
E2312	escort	1
E2313	escort	5
E2314	escort	1
E2315	escort	22
E2316	escort	1
E2318	escort	1
E2319	escort	1
E2320	escort	1
E2321	escort	2
E2322	escort	1
E2323	escort	1
E2324	escort	1
E2327	escort	1
E2328	escort	2
E2329	escort	2
E2330	escort	1
E2331	escort	2
E2332	escort	1
E2333	escort	1
E2334	escort	1
E2335	escort	1
E2336	escort	1
E2337	escort	4
E2338	escort	1
E2339	escort	1
E2341	escort	1
E2342	escort	2
E2343	escort	14
E2344	escort	1
E2345	escort	9
E2346	escort	10
E2347	escort	1
E2348	escort	1
E2349	escort	3
E2350	escort	2
E2352	escort	7
E2353	escort	4
E2355	escort	7
E2356	escort	1
E2357	escort	1
E2358	escort	2
E2359	escort	7
E2360	escort	27
E2361	escort	1
E2363	escort	4
E2364	escort	1
E2365	escort	1
E2366	escort	1
E2367	escort	1
E2368	escort	5
E2369	escort	1
E237	escort	1
E2370	escort	1
E2371	escort	10
E2372	escort	1
E2373	escort	1
E2374	escort	6
E2375	escort	1
E2376	escort	1
E2377	escort	1
E2378	escort	1
E2379	escort	4
E238	escort	8
E2380	escort	1
E2381	escort	14
E2382	escort	2
E2383	escort	1
E2384	escort	2
E2385	escort	4
E2386	escort	5
E2388	escort	1
E2389	escort	2
E239	escort	5
E2390	escort	3
E2391	escort	6
E2392	escort	1
E2393	escort	2
E2394	escort	2
E2395	escort	1
E2396	escort	1
E2397	escort	14
E2399	escort	3
E24	escort	3
E2401	escort	1
E2402	escort	1
E2403	escort	1
E2404	escort	7
E2405	escort	3
E2406	escort	2
E2407	escort	1
E2408	escort	1
E2409	escort	2
E241	escort	7
E2410	escort	1
E2411	escort	4
E2412	escort	1
E2413	escort	1
E2415	escort	1
E2417	escort	2
E2419	escort	3
E2420	escort	9
E2421	escort	8
E2422	escort	3
E2424	escort	2
E2425	escort	1
E2426	escort	2
E2427	escort	3
E2428	escort	6
E2429	escort	1
E2430	escort	3
E2432	escort	4
E2433	escort	3
E2434	escort	1
E2435	escort	2
E2436	escort	5
E2437	escort	3
E2439	escort	1
E2440	escort	1
E2441	escort	1
E2442	escort	3
E2444	escort	16
E2445	escort	13
E2446	escort	1
E2447	escort	1
E2448	escort	3
E2449	escort	9
E2450	escort	2
E2451	escort	1
E2452	escort	1
E2453	escort	6
E2454	escort	4
E2455	escort	4
E2456	escort	12
E2457	escort	2
E2458	escort	2
E2459	escort	1
E2460	escort	5
E2461	escort	2
E2462	escort	4
E2463	escort	2
E2464	escort	2
E2465	escort	2
E2466	escort	2
E2467	escort	5
E2469	escort	2
E2470	escort	159
E2471	escort	35
E2472	escort	1
E2473	escort	2
E2474	escort	1
E2475	escort	21
E2477	escort	2
E2478	escort	2
E2479	escort	1
E2480	escort	5
E2481	escort	2
E2482	escort	2
E2483	escort	1
E2485	escort	1
E2486	escort	1
E2487	escort	3
E2488	escort	4
E2489	escort	1
E2491	escort	2
E2492	escort	10
E2493	escort	2
E2494	escort	3
E2495	escort	2
E2496	escort	4
E2497	escort	4
E2498	escort	1
E25	escort	2
E2500	escort	4
E2501	escort	3
E2502	escort	1
E2503	escort	2
E2504	escort	1
E2505	escort	1
E2506	escort	1
E2507	escort	1
E2508	escort	1
E2509	escort	2
E2511	escort	1
E2512	escort	2
E2513	escort	1
E2514	escort	1
E2515	escort	1
E2516	escort	2
E2517	escort	2
E2518	escort	1
E2519	escort	3
E2520	escort	31
E2521	escort	1
E2522	escort	1
E2523	escort	1
E2524	escort	2
E2525	escort	11
E2526	escort	4
E2528	escort	4
E2529	escort	1
E2530	escort	1
E2531	escort	1
E2532	escort	1
E2533	escort	4
E2534	escort	13
E2535	escort	39
E2537	escort	1
E2538	escort	48
E2539	escort	1
E2540	escort	1
E2541	escort	6
E2542	escort	1
E2543	escort	5
E2544	escort	3
E2545	escort	18
E2546	escort	4
E2547	escort	10
E2548	escort	1
E2550	escort	1
E2552	escort	1
E2553	escort	1
E2554	escort	1
E2555	escort	2
E2556	escort	10
E2557	escort	5
E2558	escort	27
E2559	escort	3
E2560	escort	1
E2561	escort	2
E2562	escort	2
E2563	escort	20
E2564	escort	1
E2565	escort	2
E2566	escort	5
E2567	escort	2
E2568	escort	10
E2569	escort	3
E257	escort	13
E2570	escort	2
E2571	escort	1
E2572	escort	1
E2573	escort	2
E2574	escort	8
E2575	escort	2
E2576	escort	2
E2577	escort	4
E2578	escort	1
E2579	escort	2
E258	escort	4
E2580	escort	7
E2581	escort	22
E2582	escort	2
E2583	escort	1
E2584	escort	5
E2585	escort	1
E2587	escort	7
E2588	escort	1
E2590	escort	1
E2591	escort	3
E2592	escort	2
E2593	escort	2
E2594	escort	2
E2595	escort	2
E2596	escort	2
E2597	escort	2
E2598	escort	1
E2599	escort	2
E2600	escort	2
E2601	escort	1
E2602	escort	2
E2603	escort	2
E2604	escort	7
E2605	escort	21
E2606	escort	2
E2607	escort	1
E2608	escort	1
E2609	escort	1
E2611	escort	2
E2612	escort	1
E2613	escort	7
E2614	escort	7
E2615	escort	1
E2616	escort	1
E2617	escort	4
E2618	escort	1
E2619	escort	9
E2620	escort	1
E2621	escort	1
E2622	escort	1
E2623	escort	3
E2624	escort	4
E2626	escort	2
E2627	escort	1
E2628	escort	1
E2629	escort	1
E263	escort	1
E2630	escort	3
E2631	escort	19
E2632	escort	1
E2633	escort	2
E2634	escort	3
E2635	escort	9
E2636	escort	1
E2637	escort	1
E2639	escort	24
E2640	escort	2
E2641	escort	3
E2642	escort	1
E2643	escort	1
E2644	escort	13
E2645	escort	1
E2646	escort	17
E2647	escort	1
E2648	escort	1
E2649	escort	1
E2650	escort	1
E2651	escort	2
E2652	escort	1
E2653	escort	3
E2654	escort	1
E2655	escort	1
E2656	escort	6
E2657	escort	1
E2658	escort	1
E2659	escort	3
E266	escort	4
E2660	escort	1
E2661	escort	2
E2662	escort	3
E2663	escort	2
E2664	escort	1
E2665	escort	3
E2666	escort	3
E2667	escort	3
E2668	escort	1
E2669	escort	1
E2670	escort	2
E2671	escort	1
E2672	escort	24
E2673	escort	1
E2674	escort	8
E2675	escort	1
E2676	escort	10
E2677	escort	2
E2678	escort	1
E2679	escort	2
E268	escort	3
E2680	escort	14
E2681	escort	6
E2682	escort	1
E2683	escort	1
E2684	escort	3
E2685	escort	2
E2686	escort	7
E2687	escort	2
E2688	escort	2
E2689	escort	1
E2690	escort	1
E2691	escort	2
E2692	escort	1
E2693	escort	2
E2694	escort	1
E2695	escort	5
E2696	escort	1
E2697	escort	1
E2698	escort	1
E2699	escort	1
E2700	escort	2
E2701	escort	28
E2703	escort	3
E2704	escort	1
E2705	escort	4
E2706	escort	5
E2708	escort	2
E2709	escort	7
E2710	escort	1
E2711	escort	4
E2712	escort	1
E2713	escort	1
E2714	escort	6
E2715	escort	3
E2717	escort	4
E2718	escort	7
E272	escort	8
E2720	escort	1
E2721	escort	18
E2722	escort	6
E2723	escort	1
E2724	escort	1
E2725	escort	2
E2726	escort	11
E2727	escort	1
E2728	escort	15
E2729	escort	21
E2730	escort	1
E2731	escort	12
E2732	escort	1
E2733	escort	1
E2734	escort	2
E2735	escort	1
E2736	escort	1
E2737	escort	1
E2738	escort	2
E2739	escort	6
E274	escort	5
E2740	escort	1
E2742	escort	3
E2743	escort	1
E2744	escort	1
E2745	escort	2
E2747	escort	4
E2748	escort	1
E2749	escort	1
E275	escort	12
E2750	escort	2
E2752	escort	1
E2754	escort	3
E2755	escort	3
E2757	escort	1
E2758	escort	2
E2759	escort	3
E276	escort	1
E2760	escort	2
E2761	escort	8
E2763	escort	2
E2764	escort	3
E2765	escort	1
E2766	escort	31
E2767	escort	3
E2768	escort	6
E2769	escort	1
E2770	escort	1
E2771	escort	2
E2772	escort	3
E2773	escort	5
E2774	escort	5
E2775	escort	1
E2776	escort	5
E2778	escort	1
E2779	escort	1
E2780	escort	9
E2781	escort	3
E2783	escort	3
E2784	escort	1
E2785	escort	1
E2786	escort	1
E2787	escort	1
E2788	escort	3
E2789	escort	65
E279	escort	6
E2790	escort	2
E2791	escort	1
E2792	escort	3
E2794	escort	3
E2795	escort	3
E2796	escort	1
E2797	escort	2
E2798	escort	3
E2799	escort	37
E280	escort	5
E2800	escort	2
E2801	escort	2
E2803	escort	4
E2804	escort	4
E2805	escort	11
E2806	escort	1
E2807	escort	4
E2808	escort	1
E2809	escort	1
E2810	escort	4
E2811	escort	1
E2812	escort	1
E2813	escort	1
E2814	escort	5
E2816	escort	11
E2817	escort	1
E2818	escort	29
E2819	escort	2
E282	escort	2
E2820	escort	2
E2821	escort	2
E2822	escort	2
E2823	escort	3
E2825	escort	3
E2827	escort	3
E2828	escort	1
E2829	escort	1
E283	escort	39
E2830	escort	3
E2833	escort	2
E2834	escort	4
E2835	escort	4
E2836	escort	2
E2837	escort	2
E2838	escort	1
E2839	escort	9
E2840	escort	57
E2841	escort	6
E2843	escort	1
E2846	escort	4
E2847	escort	1
E2848	escort	2
E2849	escort	2
E285	escort	5
E2850	escort	1
E2851	escort	1
E2854	escort	2
E2855	escort	1
E2856	escort	9
E2858	escort	7
E2859	escort	1
E2860	escort	15
E2862	escort	10
E2863	escort	2
E2864	escort	2
E2865	escort	2
E2867	escort	3
E2868	escort	1
E2869	escort	2
E2870	escort	1
E2872	escort	15
E2873	escort	4
E2874	escort	1
E2875	escort	17
E2876	escort	11
E2877	escort	1
E2879	escort	5
E288	escort	2
E2881	escort	1
E2882	escort	3
E2883	escort	6
E2884	escort	3
E2885	escort	3
E2886	escort	3
E2887	escort	1
E2888	escort	14
E2889	escort	9
E2890	escort	2
E2891	escort	2
E2892	escort	1
E2893	escort	2
E2894	escort	1
E2895	escort	8
E2896	escort	1
E2897	escort	1
E2898	escort	4
E2899	escort	2
E29	escort	30
E2900	escort	3
E2901	escort	3
E2902	escort	12
E2903	escort	2
E2904	escort	5
E2905	escort	2
E2906	escort	3
E2907	escort	1
E2908	escort	2
E291	escort	10
E2910	escort	1
E2911	escort	3
E2912	escort	3
E2914	escort	2
E2915	escort	1
E2916	escort	1
E2917	escort	1
E2919	escort	1
E292	escort	27
E2920	escort	2
E2921	escort	2
E2923	escort	1
E2924	escort	4
E2925	escort	6
E2926	escort	3
E2927	escort	3
E2928	escort	8
E2929	escort	1
E2930	escort	1
E2932	escort	3
E2933	escort	2
E2934	escort	3
E2935	escort	17
E2936	escort	5
E2937	escort	3
E2938	escort	8
E2939	escort	1
E2940	escort	3
E2941	escort	2
E2942	escort	8
E2943	escort	1
E2944	escort	1
E2945	escort	1
E2946	escort	33
E2947	escort	2
E2948	escort	1
E2949	escort	3
E295	escort	4
E2950	escort	2
E2951	escort	11
E2952	escort	1
E2953	escort	4
E2954	escort	3
E2955	escort	1
E2956	escort	1
E2958	escort	2
E2959	escort	21
E2960	escort	4
E2961	escort	1
E2962	escort	18
E2963	escort	7
E2964	escort	4
E2965	escort	6
E2967	escort	4
E2969	escort	12
E2970	escort	5
E2971	escort	1
E2972	escort	20
E2973	escort	2
E2974	escort	2
E2975	escort	2
E2976	escort	1
E2977	escort	1
E2978	escort	1
E2980	escort	4
E2982	escort	1
E2983	escort	5
E2984	escort	2
E2985	escort	4
E2986	escort	2
E2987	escort	5
E2988	escort	2
E2989	escort	2
E2990	escort	1
E2991	escort	2
E2992	escort	1
E2993	escort	13
E2994	escort	2
E2996	escort	15
E2997	escort	3
E2998	escort	3
E2999	escort	6
E3000	escort	2
E3001	escort	2
E3002	escort	1
E3003	escort	1
E3004	escort	13
E3005	escort	4
E3006	escort	1
E3007	escort	7
E3008	escort	1
E3009	escort	11
E3010	escort	7
E3011	escort	3
E3012	escort	5
E3013	escort	1
E3014	escort	3
E3015	escort	1
E3016	escort	9
E3017	escort	1
E3018	escort	2
E3019	escort	1
E302	escort	4
E3020	escort	14
E3021	escort	1
E3023	escort	1
E3024	escort	1
E3025	escort	1
E3026	escort	1
E3027	escort	5
E3028	escort	7
E3029	escort	1
E3030	escort	3
E3032	escort	1
E3033	escort	1
E3034	escort	2
E3036	escort	4
E3037	escort	1
E3038	escort	3
E3039	escort	14
E304	escort	6
E3040	escort	7
E3041	escort	17
E3042	escort	2
E3043	escort	4
E3044	escort	1
E3045	escort	2
E3046	escort	2
E3047	escort	2
E3048	escort	1
E3049	escort	2
E3050	escort	1
E3051	escort	1
E3052	escort	1
E3053	escort	1
E3054	escort	3
E3055	escort	4
E3056	escort	8
E3057	escort	1
E3058	escort	1
E3059	escort	1
E3060	escort	3
E3061	escort	3
E3062	escort	1
E3063	escort	1
E3064	escort	7
E3065	escort	4
E3066	escort	1
E3068	escort	2
E3069	escort	1
E3070	escort	5
E3071	escort	1
E3072	escort	3
E3073	escort	2
E3074	escort	1
E3075	escort	2
E3079	escort	2
E308	escort	1
E3080	escort	2
E3081	escort	1
E3082	escort	2
E3083	escort	1
E3084	escort	2
E3085	escort	1
E3086	escort	1
E3087	escort	1
E3088	escort	1
E3089	escort	2
E3090	escort	1
E3091	escort	1
E3092	escort	10
E3093	escort	3
E3095	escort	1
E3096	escort	35
E3097	escort	4
E3098	escort	1
E3099	escort	2
E31	escort	8
E3100	escort	7
E3101	escort	2
E3102	escort	4
E3103	escort	3
E3104	escort	1
E3105	escort	1
E3107	escort	2
E3108	escort	1
E3109	escort	2
E3110	escort	1
E3111	escort	6
E3112	escort	1
E3113	escort	1
E3114	escort	1
E3115	escort	12
E3117	escort	3
E3118	escort	5
E3119	escort	6
E312	escort	1
E3120	escort	1
E3121	escort	3
E3122	escort	1
E3125	escort	2
E3126	escort	10
E3127	escort	10
E3128	escort	1
E3129	escort	7
E3130	escort	1
E3131	escort	1
E3132	escort	1
E3133	escort	2
E3134	escort	3
E3135	escort	2
E3136	escort	3
E3137	escort	2
E3139	escort	1
E3140	escort	1
E3141	escort	2
E3142	escort	1
E3143	escort	4
E3145	escort	1
E3146	escort	1
E3147	escort	1
E3148	escort	2
E3149	escort	3
E3150	escort	1
E3151	escort	2
E3152	escort	2
E3153	escort	1
E3154	escort	1
E3155	escort	1
E3156	escort	1
E3157	escort	1
E3158	escort	1
E3159	escort	1
E3160	escort	4
E3161	escort	2
E3162	escort	1
E3163	escort	3
E3165	escort	3
E3167	escort	2
E3168	escort	3
E3169	escort	1
E3170	escort	1
E3173	escort	1
E3174	escort	1
E3175	escort	2
E3177	escort	6
E3178	escort	2
E3179	escort	2
E3180	escort	2
E3181	escort	3
E3182	escort	3
E3183	escort	2
E3184	escort	10
E3185	escort	1
E3186	escort	16
E3187	escort	3
E3188	escort	12
E3189	escort	1
E3190	escort	1
E3191	escort	3
E3192	escort	3
E3193	escort	1
E3194	escort	1
E3195	escort	4
E3196	escort	1
E3197	escort	3
E3198	escort	2
E3199	escort	1
E32	escort	4
E3200	escort	1
E3201	escort	1
E3202	escort	2
E3203	escort	9
E3205	escort	2
E3206	escort	3
E3207	escort	2
E3208	escort	1
E3209	escort	2
E321	escort	4
E3210	escort	1
E3211	escort	7
E3212	escort	3
E3213	escort	6
E3214	escort	3
E3215	escort	1
E3217	escort	1
E3218	escort	1
E3219	escort	2
E3221	escort	3
E3222	escort	20
E3223	escort	2
E3224	escort	14
E3225	escort	10
E3226	escort	2
E3227	escort	1
E3228	escort	1
E3229	escort	2
E3230	escort	3
E3231	escort	1
E3232	escort	1
E3233	escort	1
E3234	escort	1
E3235	escort	1
E3236	escort	7
E3237	escort	4
E3238	escort	1
E3239	escort	1
E324	escort	4
E3240	escort	21
E3241	escort	1
E3242	escort	1
E3244	escort	5
E3245	escort	3
E3246	escort	2
E3247	escort	2
E3249	escort	1
E325	escort	2
E3250	escort	1
E3251	escort	6
E3252	escort	9
E3254	escort	2
E3255	escort	4
E3256	escort	2
E3257	escort	1
E3258	escort	3
E3259	escort	3
E3260	escort	2
E3261	escort	2
E3262	escort	3
E3263	escort	4
E3264	escort	8
E3266	escort	3
E3267	escort	3
E3268	escort	1
E3269	escort	4
E3270	escort	5
E3271	escort	22
E3272	escort	1
E3273	escort	1
E3274	escort	2
E3275	escort	3
E3276	escort	1
E3277	escort	6
E3278	escort	15
E3279	escort	2
E3280	escort	3
E3281	escort	2
E3282	escort	4
E3283	escort	5
E3284	escort	1
E3285	escort	5
E3286	escort	2
E3287	escort	2
E3288	escort	1
E3289	escort	4
E3290	escort	7
E3291	escort	2
E3292	escort	3
E3294	escort	3
E3295	escort	3
E3296	escort	10
E3297	escort	2
E3298	escort	1
E3299	escort	1
E3300	escort	5
E3301	escort	21
E3304	escort	3
E3306	escort	1
E3307	escort	2
E3308	escort	2
E3309	escort	1
E331	escort	16
E3310	escort	1
E3311	escort	1
E3312	escort	6
E3313	escort	3
E3314	escort	8
E3315	escort	2
E3316	escort	1
E3317	escort	2
E3319	escort	1
E332	escort	6
E3320	escort	2
E3321	escort	3
E3322	escort	1
E3323	escort	1
E3324	escort	3
E3325	escort	1
E3326	escort	2
E3327	escort	2
E3328	escort	1
E3329	escort	1
E333	escort	1
E3330	escort	2
E3332	escort	3
E3333	escort	1
E3334	escort	1
E3335	escort	1
E3336	escort	10
E3337	escort	2
E3338	escort	15
E3339	escort	1
E334	escort	12
E3340	escort	1
E3341	escort	3
E3342	escort	3
E3343	escort	3
E3344	escort	2
E3347	escort	1
E3348	escort	3
E3349	escort	1
E3350	escort	7
E3351	escort	1
E3352	escort	3
E3353	escort	7
E3354	escort	2
E3355	escort	13
E3356	escort	5
E3357	escort	1
E3358	escort	5
E3359	escort	1
E3360	escort	3
E3361	escort	1
E3362	escort	1
E3363	escort	1
E3364	escort	3
E3365	escort	2
E3366	escort	1
E3367	escort	6
E3368	escort	1
E3369	escort	3
E3370	escort	4
E3371	escort	2
E3372	escort	2
E3373	escort	4
E3374	escort	1
E3375	escort	1
E3376	escort	8
E3377	escort	3
E3378	escort	4
E3380	escort	11
E3381	escort	4
E3382	escort	1
E3383	escort	4
E3384	escort	3
E3385	escort	1
E3386	escort	1
E3387	escort	4
E3388	escort	2
E3391	escort	5
E3392	escort	5
E3393	escort	1
E3395	escort	2
E3396	escort	1
E3397	escort	1
E3398	escort	4
E3399	escort	1
E34	escort	18
E340	escort	2
E3400	escort	2
E3401	escort	1
E3402	escort	2
E3403	escort	5
E3404	escort	2
E3405	escort	1
E3406	escort	2
E3407	escort	2
E3408	escort	1
E3409	escort	6
E341	escort	1
E3410	escort	1
E3411	escort	4
E3412	escort	1
E3413	escort	3
E3414	escort	1
E3415	escort	1
E3416	escort	1
E3417	escort	2
E3418	escort	1
E3420	escort	3
E3421	escort	3
E3422	escort	1
E3423	escort	1
E3424	escort	7
E3425	escort	1
E3426	escort	2
E3427	escort	4
E3428	escort	3
E3429	escort	1
E3430	escort	1
E3431	escort	1
E3432	escort	1
E3433	escort	12
E3434	escort	2
E3435	escort	8
E3436	escort	2
E3438	escort	4
E3439	escort	1
E344	escort	1
E3440	escort	5
E3441	escort	1
E3442	escort	4
E3443	escort	2
E3444	escort	3
E3446	escort	4
E3448	escort	2
E3449	escort	1
E345	escort	4
E3450	escort	2
E3451	escort	2
E3452	escort	8
E3453	escort	2
E3454	escort	3
E3455	escort	8
E3456	escort	3
E3457	escort	2
E3458	escort	2
E3459	escort	1
E3460	escort	8
E3461	escort	3
E3462	escort	1
E3463	escort	2
E3465	escort	1
E3466	escort	1
E3467	escort	1
E347	escort	1
E3470	escort	5
E3471	escort	2
E3472	escort	1
E3473	escort	1
E3474	escort	1
E3475	escort	7
E3476	escort	1
E3478	escort	1
E3479	escort	1
E3480	escort	1
E3481	escort	3
E3482	escort	3
E3483	escort	2
E3485	escort	2
E3486	escort	1
E3488	escort	2
E3490	escort	3
E3491	escort	2
E3492	escort	1
E3493	escort	9
E3495	escort	1
E3496	escort	2
E3497	escort	3
E3498	escort	1
E3499	escort	2
E35	escort	17
E3500	escort	2
E3501	escort	1
E3502	escort	1
E3503	escort	1
E3504	escort	2
E3505	escort	5
E3506	escort	1
E3507	escort	5
E3509	escort	2
E3510	escort	1
E3511	escort	4
E3512	escort	2
E3513	escort	3
E3514	escort	2
E3516	escort	1
E3517	escort	1
E3518	escort	1
E3519	escort	4
E3520	escort	2
E3521	escort	4
E3522	escort	7
E3523	escort	1
E3524	escort	2
E3525	escort	3
E3526	escort	6
E3527	escort	1
E3528	escort	2
E3529	escort	1
E3530	escort	9
E3531	escort	1
E3532	escort	3
E3533	escort	3
E3534	escort	1
E3535	escort	5
E3536	escort	1
E3537	escort	1
E3538	escort	5
E3539	escort	3
E3540	escort	3
E3541	escort	2
E3542	escort	1
E3543	escort	3
E3544	escort	1
E3545	escort	1
E3546	escort	2
E3547	escort	1
E3548	escort	2
E3549	escort	1
E3550	escort	8
E3551	escort	1
E3553	escort	2
E3554	escort	1
E3555	escort	1
E3556	escort	1
E3557	escort	1
E3558	escort	8
E3559	escort	4
E356	escort	28
E3560	escort	3
E3561	escort	1
E3562	escort	2
E3563	escort	1
E3564	escort	3
E3565	escort	2
E3566	escort	3
E3567	escort	1
E3568	escort	1
E3569	escort	5
E3570	escort	2
E3571	escort	4
E3572	escort	3
E3573	escort	4
E3575	escort	6
E3576	escort	3
E3577	escort	2
E3578	escort	1
E3579	escort	6
E358	escort	1
E3580	escort	1
E3581	escort	2
E3582	escort	3
E3583	escort	1
E3584	escort	2
E3585	escort	4
E3586	escort	2
E3587	escort	5
E3588	escort	2
E3589	escort	1
E3590	escort	1
E3591	escort	1
E3592	escort	1
E3593	escort	2
E3594	escort	2
E3595	escort	1
E3596	escort	3
E3597	escort	4
E3598	escort	2
E3599	escort	3
E3600	escort	1
E3601	escort	1
E3602	escort	4
E3603	escort	1
E3604	escort	1
E3605	escort	3
E3606	escort	1
E3607	escort	4
E3608	escort	2
E3609	escort	2
E3611	escort	2
E3612	escort	1
E3613	escort	3
E3614	escort	1
E3615	escort	2
E3616	escort	2
E3617	escort	1
E3618	escort	8
E3619	escort	2
E362	escort	24
E3620	escort	1
E3622	escort	1
E3624	escort	4
E3626	escort	2
E3627	escort	5
E3628	escort	1
E3629	escort	2
E3630	escort	1
E3631	escort	1
E3632	escort	2
E3633	escort	4
E3634	escort	1
E3635	escort	2
E3636	escort	1
E3637	escort	1
E3638	escort	1
E3639	escort	3
E3640	escort	2
E3641	escort	2
E3642	escort	2
E3643	escort	4
E3644	escort	1
E3645	escort	2
E3646	escort	2
E3647	escort	1
E3648	escort	1
E3650	escort	2
E3651	escort	2
E3652	escort	1
E3653	escort	1
E3654	escort	2
E3655	escort	1
E3656	escort	4
E3657	escort	1
E3658	escort	2
E3659	escort	1
E3660	escort	2
E3662	escort	1
E3663	escort	1
E3664	escort	2
E3665	escort	1
E3667	escort	1
E3668	escort	1
E3669	escort	1
E3670	escort	1
E3671	escort	2
E3672	escort	1
E3673	escort	1
E3674	escort	2
E3675	escort	1
E3676	escort	6
E3677	escort	1
E3678	escort	2
E3679	escort	2
E3680	escort	2
E3681	escort	1
E3682	escort	1
E3683	escort	3
E3684	escort	2
E3685	escort	3
E3686	escort	1
E3687	escort	1
E3688	escort	1
E3689	escort	1
E3690	escort	8
E3691	escort	1
E3692	escort	3
E3693	escort	2
E3694	escort	1
E3695	escort	2
E3696	escort	1
E3697	escort	1
E3698	escort	1
E37	escort	6
E3700	escort	3
E3702	escort	3
E3703	escort	4
E3704	escort	1
E3705	escort	2
E3706	escort	1
E3707	escort	1
E3708	escort	1
E3709	escort	2
E3710	escort	3
E3711	escort	1
E3712	escort	1
E3713	escort	1
E3715	escort	3
E3716	escort	2
E3717	escort	4
E3718	escort	1
E3719	escort	4
E372	escort	1
E3720	escort	9
E3721	escort	3
E3722	escort	1
E3723	escort	3
E3724	escort	1
E3725	escort	5
E3726	escort	1
E3727	escort	1
E3728	escort	2
E3729	escort	2
E373	escort	1
E3731	escort	2
E3733	escort	1
E3734	escort	1
E3735	escort	1
E3736	escort	2
E3737	escort	1
E374	escort	4
E3740	escort	1
E3742	escort	2
E3743	escort	2
E3744	escort	1
E3745	escort	2
E3747	escort	1
E3748	escort	5
E3749	escort	1
E375	escort	1
E3750	escort	1
E3751	escort	1
E3752	escort	3
E3753	escort	1
E3754	escort	1
E3755	escort	1
E3757	escort	1
E3758	escort	1
E3759	escort	1
E3760	escort	3
E3761	escort	2
E3762	escort	1
E3763	escort	1
E3764	escort	2
E3766	escort	1
E3767	escort	5
E3769	escort	1
E3770	escort	1
E3771	escort	1
E3772	escort	1
E3773	escort	2
E3774	escort	1
E3775	escort	2
E3776	escort	3
E3777	escort	1
E3778	escort	1
E3779	escort	2
E3780	escort	2
E3781	escort	5
E3782	escort	1
E3783	escort	1
E3784	escort	1
E3785	escort	1
E3786	escort	1
E3787	escort	1
E3788	escort	2
E3789	escort	1
E3790	escort	1
E3791	escort	1
E3792	escort	2
E3793	escort	4
E3794	escort	3
E3795	escort	2
E3796	escort	3
E3797	escort	2
E3798	escort	1
E3799	escort	1
E3800	escort	1
E3801	escort	1
E3802	escort	1
E3803	escort	1
E3804	escort	1
E3805	escort	1
E3807	escort	1
E3808	escort	2
E3809	escort	1
E3810	escort	2
E3811	escort	1
E3812	escort	2
E3813	escort	2
E3814	escort	1
E3815	escort	1
E3816	escort	2
E3817	escort	2
E3818	escort	1
E3819	escort	1
E3820	escort	3
E3821	escort	1
E3822	escort	1
E3823	escort	1
E3824	escort	1
E3825	escort	2
E3827	escort	1
E3828	escort	1
E3829	escort	1
E3830	escort	1
E3831	escort	1
E3832	escort	1
E3833	escort	2
E3834	escort	1
E3835	escort	1
E3836	escort	1
E3837	escort	1
E3838	escort	1
E3839	escort	2
E385	escort	10
E386	escort	1
E395	escort	1
E396	escort	4
E398	escort	1
E404	escort	5
E41	escort	78
E415	escort	1
E416	escort	4
E417	escort	1
E419	escort	1
E42	escort	2
E424	escort	10
E425	escort	2
E429	escort	14
E432	escort	4
E433	escort	23
E437	escort	7
E44	escort	4
E443	escort	2
E444	escort	1
E446	escort	10
E447	escort	7
E45	escort	2
E451	escort	2
E458	escort	3
E46	escort	3
E461	escort	10
E462	escort	8
E463	escort	9
E464	escort	5
E466	escort	6
E471	escort	12
E481	escort	1
E483	escort	4
E495	escort	4
E497	escort	2
E503	escort	43
E505	escort	1
E507	escort	3
E508	escort	2
E511	escort	2
E512	escort	3
E521	escort	14
E523	escort	6
E527	escort	1
E53	escort	5
E540	escort	4
E543	escort	2
E545	escort	6
E546	escort	5
E547	escort	2
E55	escort	4
E573	escort	9
E577	escort	34
E579	escort	24
E58	escort	3
E581	escort	1
E587	escort	3
E589	escort	8
E599	escort	1
E6	escort	37
E606	escort	5
E607	escort	4
E608	escort	1
E61	escort	2
E613	escort	2
E615	escort	3
E619	escort	9
E62	escort	1
E622	escort	1
E624	escort	50
E626	escort	4
E630	escort	16
